id,latitude,longitude,corridor,corridor_final,corridor_confidence,corridor_agreement,corridor_source
FKID001283,13.0366572,77.5243125,Tumkur Road,Tumkur Road,1.0,1,original
FKID001284,12.9998719,77.5950313,Non-corridor,Non-corridor,0.715,0,unresolved
FKID001285,13.019521,77.7087876,Non-corridor,ORR East 2,0.8216666666666667,1,predicted
FKID001286,13.0499141,77.5927599,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001287,12.9599092,77.504205,Non-corridor,Non-corridor,0.5696792593935968,0,unresolved
FKID001288,13.0599577,77.5067828,Non-corridor,Non-corridor,0.7329027754855753,1,unresolved
FKID001289,12.9170417,77.579445,Non-corridor,ORR West 1,1.0,1,predicted
FKID001290,13.0355923,77.5263597,Tumkur Road,Tumkur Road,1.0,1,original
FKID001291,12.9929641,77.5951316,Non-corridor,Non-corridor,0.5995920739192533,0,unresolved
FKID001292,13.0411065,77.617027,ORR North 1,ORR North 1,1.0,1,original
FKID001293,12.969761,77.7501885,Non-corridor,Non-corridor,0.8716666666666666,0,unresolved
FKID001294,12.9698642,77.7500164,Non-corridor,Non-corridor,0.8616666666666667,0,unresolved
FKID001295,13.1006196,77.5815296,Non-corridor,Non-corridor,0.6699165821657951,1,unresolved
FKID001296,13.0073126,77.6624143,ORR North 1,ORR North 1,1.0,1,original
FKID001297,12.9415287,77.7471451,Non-corridor,Non-corridor,0.755,0,unresolved
FKID001298,13.0380857,77.6260768,Hennur Main Road,Hennur Main Road,1.0,1,original
FKID001299,12.9736979,77.5993387,CBD 2,CBD 2,1.0,1,original
FKID001300,13.0018232,77.6791257,ORR East 2,ORR East 2,1.0,1,original
FKID001301,13.0231113,77.5847437,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001302,12.9698642,77.7500164,Non-corridor,Non-corridor,0.8616666666666667,0,unresolved
FKID001303,13.0463132,77.591128,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001304,12.957724,77.6059638,Hosur Road,Hosur Road,1.0,1,original
FKID001305,12.9857006,77.5978064,CBD 2,CBD 2,1.0,1,original
FKID001306,12.9170961,77.5793812,Non-corridor,ORR West 1,1.0,1,predicted
FKID001307,12.9574747,77.6058578,Hosur Road,Hosur Road,1.0,1,original
FKID001308,12.9581539,77.6060706,Hosur Road,Hosur Road,1.0,1,original
FKID001309,12.9616631,77.5604953,Mysore Road,Mysore Road,1.0,1,original
FKID001310,13.0275023,77.6619029,Non-corridor,ORR North 1,0.8633333333333333,1,predicted
FKID001311,13.0275017,77.6618648,Non-corridor,ORR North 1,0.8633333333333333,1,predicted
FKID001312,13.0246424,77.6594326,Non-corridor,ORR North 1,0.995,1,predicted
FKID001313,12.9124406,77.4851732,Mysore Road,Mysore Road,1.0,1,original
FKID001314,13.0977963,77.5632888,Non-corridor,Non-corridor,0.6487793014378049,1,unresolved
FKID001315,12.9730514,77.5384555,West of Chord Road,West of Chord Road,1.0,1,original
FKID001316,13.0032331,77.6821244,ORR East 2,ORR East 2,1.0,1,original
FKID001317,12.9876954,77.5134061,Magadi Road,Magadi Road,1.0,1,original
FKID001318,13.0413969,77.6224112,Hennur Main Road,Hennur Main Road,1.0,1,original
FKID001319,12.9583466,77.6060636,Hosur Road,Hosur Road,1.0,1,original
FKID001320,13.0450765,77.5820295,ORR North 2,ORR North 2,1.0,1,original
FKID001321,13.0469336,77.5916826,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001322,13.0508441,77.5077523,Non-corridor,Non-corridor,0.775,1,unresolved
FKID001323,12.9909343,77.6563082,Old Madras Road,Old Madras Road,1.0,1,original
FKID001324,12.9938878,77.5891555,Non-corridor,Bellary Road 1,1.0,1,predicted
FKID001325,12.9871663,77.5201307,Magadi Road,Magadi Road,1.0,1,original
FKID001326,12.9512015,77.5395153,West of Chord Road,West of Chord Road,1.0,1,original
FKID001327,12.943635,77.6077578,Hosur Road,Hosur Road,1.0,1,original
FKID001328,13.0030173,77.6122203,Non-corridor,Airport New South Road,0.8612873564339314,1,predicted
FKID001329,12.9831235,77.5308168,Magadi Road,Magadi Road,1.0,1,original
FKID001330,13.045438,77.5077257,Tumkur Road,Tumkur Road,1.0,1,original
FKID001331,13.0036733,77.6631733,ORR North 1,ORR North 1,1.0,1,original
FKID001332,13.008416,77.6925609,Non-corridor,ORR East 2,0.915,1,predicted
FKID001333,12.9123682,77.5673409,ORR West 1,ORR West 1,1.0,1,original
FKID001334,12.9060449,77.5857343,ORR West 1,ORR West 1,1.0,1,original
FKID001335,13.0096382,77.5059421,Non-corridor,Non-corridor,0.6180097447249361,0,unresolved
FKID001336,13.1029884,77.5861539,Non-corridor,Non-corridor,0.7291685782639666,1,unresolved
FKID001337,13.0101997,77.5847099,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001338,12.9525221,77.6201611,Non-corridor,Non-corridor,0.8533333333333333,0,unresolved
FKID001339,13.008416,77.6925609,Non-corridor,ORR East 2,0.915,1,predicted
FKID001340,12.914054,77.5660344,ORR West 1,ORR West 1,1.0,1,original
FKID001341,13.0199169,77.5843714,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001342,13.0201837,77.5842153,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001343,13.0204421,77.5842988,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001344,13.0136092,77.6618043,ORR North 1,ORR North 1,1.0,1,original
FKID001345,13.0055562,77.6627612,ORR North 1,ORR North 1,1.0,1,original
FKID001346,12.9592367,77.5557324,Mysore Road,Mysore Road,1.0,1,original
FKID001347,13.0444272,77.5830021,ORR North 2,ORR North 2,1.0,1,original
FKID001348,12.9140165,77.5660438,ORR West 1,ORR West 1,1.0,1,original
FKID001349,12.9140395,77.5660392,ORR West 1,ORR West 1,1.0,1,original
FKID001350,12.9749576,77.5866338,Non-corridor,Non-corridor,0.75,0,unresolved
FKID001351,12.964071,77.5698422,Mysore Road,Mysore Road,1.0,1,original
FKID001352,12.9594884,77.6537937,Old Airport Road,Old Airport Road,1.0,1,original
FKID001353,13.0036414,77.5838527,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001354,13.0160648,77.5836069,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001355,12.9587673,77.5740072,Non-corridor,Mysore Road,1.0,1,predicted
FKID001356,12.9695766,77.7004868,ORR East 2,ORR East 2,1.0,1,original
FKID001357,13.0440346,77.7486856,Non-corridor,Non-corridor,0.7683333333333333,1,unresolved
FKID001358,12.9878836,77.5156106,Magadi Road,Magadi Road,1.0,1,original
FKID001359,13.0128473,77.5545839,West of Chord Road,West of Chord Road,1.0,1,original
FKID001360,12.8911537,77.5982266,Bannerghata Road,Bannerghata Road,1.0,1,original
FKID001361,12.9356926,77.5128333,Mysore Road,Mysore Road,1.0,1,original
FKID001362,12.9641944,77.5707412,Mysore Road,Mysore Road,1.0,1,original
FKID001363,13.0694965,77.446914,Non-corridor,Non-corridor,0.655,1,unresolved
FKID001364,13.0126029,77.5544554,West of Chord Road,West of Chord Road,1.0,1,original
FKID001365,13.031589,77.6295783,ORR North 1,ORR North 1,1.0,1,original
FKID001366,12.93336293,77.68898735,ORR East 1,ORR East 1,1.0,1,original
FKID001367,13.0166638,77.5836457,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001368,13.0295902,77.537008,Tumkur Road,Tumkur Road,1.0,1,original
FKID001369,13.0434933,77.590776,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001370,12.9840844,77.6405155,Old Madras Road,Old Madras Road,1.0,1,original
FKID001371,12.9729384,77.5128128,Non-corridor,Non-corridor,0.4645077662000121,1,unresolved
FKID001372,13.0270939,77.5434332,Tumkur Road,Tumkur Road,1.0,1,original
FKID001373,12.926154,77.676723,ORR East 1,ORR East 1,1.0,1,original
FKID001374,12.95372239,77.57679302,Non-corridor,Mysore Road,0.9499751629851083,1,predicted
FKID001375,12.9219507,77.5602425,ORR West 1,ORR West 1,1.0,1,original
FKID001376,12.92625,77.5485883,ORR West 1,ORR West 1,1.0,1,original
FKID001377,13.0697667,77.4467317,Non-corridor,Non-corridor,0.655,1,unresolved
FKID001378,13.0163366,77.6608846,ORR North 1,ORR North 1,1.0,1,original
FKID001379,12.9879317,77.5741678,Non-corridor,Non-corridor,0.6616666666666666,0,unresolved
FKID001380,13.0483242,77.6450836,Non-corridor,Non-corridor,0.7016666666666667,0,unresolved
FKID001381,12.9916894,77.5857023,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001382,12.9693554,77.7006781,ORR East 2,ORR East 2,1.0,1,original
FKID001383,12.9918832,77.5511444,West of Chord Road,West of Chord Road,1.0,1,original
FKID001384,12.9846104,77.5724988,Non-corridor,Non-corridor,0.6816666666666666,1,unresolved
FKID001387,13.0408936,77.6175047,ORR North 1,ORR North 1,1.0,1,original
FKID001388,13.0166851,77.5590135,Tumkur Road,Tumkur Road,1.0,1,original
FKID001389,13.0092693,77.5268005,Non-corridor,Non-corridor,0.47849493925569453,1,unresolved
FKID001390,12.9607315,77.5043785,Non-corridor,Non-corridor,0.49952061196180375,0,unresolved
FKID001391,12.9665883,77.5877557,Mysore Road,Mysore Road,1.0,1,original
FKID001392,13.0212787,77.5357819,Non-corridor,Tumkur Road,1.0,1,predicted
FKID001393,12.90701,77.5461183,Non-corridor,ORR West 1,0.9683333333333333,1,predicted
FKID001394,13.103584,77.601009,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID001395,13.0354502,77.5266678,Tumkur Road,Tumkur Road,1.0,1,original
FKID001396,12.9225338,77.6456041,ORR East 1,ORR East 1,1.0,1,original
FKID001397,13.0312086,77.5244957,Non-corridor,Tumkur Road,1.0,1,predicted
FKID001398,13.0361367,77.6282007,ORR North 1,ORR North 1,1.0,1,original
FKID001399,13.0628037,77.4995804,Non-corridor,Non-corridor,0.6799999999999999,1,unresolved
FKID001400,12.9289557,77.5677555,Non-corridor,ORR West 1,0.9933333333333334,1,predicted
FKID001401,12.9235611,77.5764936,Non-corridor,ORR West 1,1.0,1,predicted
FKID001402,12.9236401,77.5763541,Non-corridor,ORR West 1,1.0,1,predicted
FKID001403,13.0359877,77.628011,ORR North 1,ORR North 1,1.0,1,original
FKID001404,12.95291122,77.54039654,West of Chord Road,West of Chord Road,1.0,1,original
FKID001405,12.9863112,77.6475171,Old Madras Road,Old Madras Road,1.0,1,original
FKID001406,12.9868684,77.6476655,Old Madras Road,Old Madras Road,1.0,1,original
FKID001407,12.9561983,77.6938667,Old Airport Road,Old Airport Road,1.0,1,original
FKID001408,12.9580302,77.5539199,Mysore Road,Mysore Road,1.0,1,original
FKID001409,12.9782227,77.75121,Non-corridor,Non-corridor,0.8300000000000001,0,unresolved
FKID001410,12.9370003,77.5202782,Mysore Road,Mysore Road,1.0,1,original
FKID001411,13.1014663,77.5866177,Non-corridor,Non-corridor,0.7268825078106751,1,unresolved
FKID001412,12.8995982,77.6010296,Bannerghata Road,Bannerghata Road,1.0,1,original
FKID001413,12.9589138,77.6043356,Hosur Road,Hosur Road,1.0,1,original
FKID001414,12.9898379,77.5719635,Non-corridor,Non-corridor,0.6260058437644056,0,unresolved
FKID001415,12.9387593,77.6364939,IRR(Thanisandra road),IRR(Thanisandra road),1.0,1,original
FKID001416,13.0292025,77.5404542,Tumkur Road,Tumkur Road,1.0,1,original
FKID001417,12.9868362,77.647518,Old Madras Road,Old Madras Road,1.0,1,original
FKID001418,12.9497794,77.6993219,ORR East 1,ORR East 1,1.0,1,original
FKID001419,12.9255212,77.5496526,ORR West 1,ORR West 1,1.0,1,original
FKID001420,12.9305032,77.5802774,Non-corridor,Non-corridor,0.7992252604589782,0,unresolved
FKID001421,13.044472,77.5829141,ORR North 2,ORR North 2,1.0,1,original
FKID001422,12.9276914,77.6207494,IRR(Thanisandra road),IRR(Thanisandra road),1.0,1,original
FKID001423,12.91304392,77.62528618,Hosur Road,Hosur Road,1.0,1,original
FKID001424,12.9959803,77.667998,ORR North 1,ORR North 1,1.0,1,original
FKID001425,13.0412942,77.6226947,Hennur Main Road,Hennur Main Road,1.0,1,original
FKID001426,12.9633836,77.5814857,Mysore Road,Mysore Road,1.0,1,original
FKID001427,12.9479363,77.5343203,Mysore Road,Mysore Road,1.0,1,original
FKID001428,12.9946264,77.4951019,Non-corridor,Non-corridor,0.7883333333333333,1,unresolved
FKID001429,12.9556816,77.7160269,Varthur Road,Varthur Road,1.0,1,original
FKID001430,12.9943539,77.6157434,Non-corridor,Non-corridor,0.5138806545931744,1,unresolved
FKID001431,13.043268,77.5524725,ORR North 2,ORR North 2,1.0,1,original
FKID001432,12.9901789,77.5037504,Magadi Road,Magadi Road,1.0,1,original
FKID001433,12.9827544,77.5491868,West of Chord Road,West of Chord Road,1.0,1,original
FKID001434,13.0445334,77.5829159,ORR North 2,ORR North 2,1.0,1,original
FKID001435,12.9974709,77.550139,West of Chord Road,West of Chord Road,1.0,1,original
FKID001436,13.0244407,77.5475007,Tumkur Road,Tumkur Road,1.0,1,original
FKID001437,12.9874519,77.587879,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001438,12.9970649,77.5502312,West of Chord Road,West of Chord Road,1.0,1,original
FKID001439,12.9883914,77.5741063,Non-corridor,Non-corridor,0.6516666666666666,0,unresolved
FKID001440,12.9651116,77.5969901,Mysore Road,Mysore Road,1.0,1,original
FKID001441,12.9802182,77.5720881,Non-corridor,Non-corridor,0.7433333333333334,1,unresolved
FKID001442,12.9743968,77.577995,Non-corridor,Non-corridor,0.7366666666666667,0,unresolved
FKID001443,13.0127152,77.6993754,Non-corridor,ORR East 2,0.915,1,predicted
FKID001444,12.9548263,77.5819799,Non-corridor,Mysore Road,0.9361684336127605,1,predicted
FKID001445,12.9363424,77.7054595,Non-corridor,Non-corridor,0.7533333333333334,1,unresolved
FKID001446,12.9884191,77.5887931,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001447,13.0932487,77.59516,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID001448,12.9622663,77.5845865,Mysore Road,Mysore Road,1.0,1,original
FKID001449,12.9569643,77.5737478,Non-corridor,Mysore Road,0.9983333333333333,1,predicted
FKID001450,12.9840332,77.5966491,CBD 2,CBD 2,1.0,1,original
FKID001451,12.96746,77.5943113,Mysore Road,Mysore Road,1.0,1,original
FKID001452,12.9802533,77.5720169,Non-corridor,Non-corridor,0.7433333333333334,1,unresolved
FKID001453,12.9870733,77.5191717,Magadi Road,Magadi Road,1.0,1,original
FKID001454,12.985737,77.6443499,Old Madras Road,Old Madras Road,1.0,1,original
FKID001455,13.0538913,77.5930983,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001456,13.00821,77.6220176,Airport New South Road,Airport New South Road,1.0,1,original
FKID001457,12.9873507,77.5190299,Magadi Road,Magadi Road,1.0,1,original
FKID001458,12.9784305,77.5707735,Non-corridor,Magadi Road,0.8766666666666667,1,predicted
FKID001459,13.0607191,77.4614351,Non-corridor,Non-corridor,0.7,1,unresolved
FKID001460,13.0820698,77.5929525,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID001461,12.963011,77.5664503,Mysore Road,Mysore Road,1.0,1,original
FKID001462,12.9698354,77.7004398,ORR East 2,ORR East 2,1.0,1,original
FKID001463,12.9575958,77.6058473,Hosur Road,Hosur Road,1.0,1,original
FKID001464,12.9859142,77.5979584,CBD 2,CBD 2,1.0,1,original
FKID001465,12.9960813,77.6679244,ORR North 1,ORR North 1,1.0,1,original
FKID001466,12.9930034,77.5954144,Non-corridor,Non-corridor,0.5905759119452395,0,unresolved
FKID001467,12.9820968,77.5321708,Magadi Road,Magadi Road,1.0,1,original
FKID001468,13.0435867,77.6046833,ORR North 1,ORR North 1,1.0,1,original
FKID001469,12.8999989,77.6009931,Bannerghata Road,Bannerghata Road,1.0,1,original
FKID001470,13.0411089,77.5457736,ORR North 2,ORR North 2,1.0,1,original
FKID001471,13.0100335,77.6147198,Non-corridor,Airport New South Road,0.915,1,predicted
FKID001472,12.9841883,77.6405893,Old Madras Road,Old Madras Road,1.0,1,original
FKID001473,12.9179413,77.6216552,ORR East 1,ORR East 1,1.0,1,original
FKID001474,12.9655016,77.7018607,ORR East 2,ORR East 2,1.0,1,original
FKID001475,13.0008646,77.6775611,ORR East 2,ORR East 2,1.0,1,original
FKID001476,12.9840701,77.6407461,Old Madras Road,Old Madras Road,1.0,1,original
FKID001477,12.9435108,77.57773,Non-corridor,Non-corridor,0.6532879419506377,1,unresolved
FKID001478,12.9801921,77.5704255,Non-corridor,Non-corridor,0.745,1,unresolved
FKID001479,12.9841046,77.6407372,Old Madras Road,Old Madras Road,1.0,1,original
FKID001480,12.9747826,77.5996266,Old Madras Road,Old Madras Road,1.0,1,original
FKID001482,12.8395554,77.6543107,Non-corridor,Hosur Road,0.863613882021171,1,predicted
FKID001483,12.9620105,77.584333,Mysore Road,Mysore Road,1.0,1,original
FKID001484,12.9827698,77.519126,Non-corridor,Magadi Road,0.9866666666666667,1,predicted
FKID001485,12.9559776,77.7167132,Varthur Road,Varthur Road,1.0,1,original
FKID001486,13.0904565,77.5395906,Non-corridor,Non-corridor,0.5631339827962801,0,unresolved
FKID001487,13.0408583,77.6168383,ORR North 1,ORR North 1,1.0,1,original
FKID001488,12.9995481,77.5999079,Non-corridor,Non-corridor,0.434310183254477,1,unresolved
FKID001489,12.9996506,77.5998413,Non-corridor,Non-corridor,0.4573741898985981,0,unresolved
FKID001490,12.9162843,77.6155072,Non-corridor,Non-corridor,0.7036577029309209,1,unresolved
FKID001491,12.9637192,77.5852885,Mysore Road,Mysore Road,1.0,1,original
FKID001492,13.0051417,77.755105,Non-corridor,Non-corridor,0.85,0,unresolved
FKID001493,12.992609,77.5852714,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001494,12.9902179,77.5034639,Magadi Road,Magadi Road,1.0,1,original
FKID001495,13.0008671,77.5713369,Non-corridor,Non-corridor,0.71,1,unresolved
FKID001496,12.9863247,77.6478879,Old Madras Road,Old Madras Road,1.0,1,original
FKID001497,12.9864627,77.5914893,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001498,12.9864627,77.5914893,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001499,12.9392452,77.6951606,ORR East 1,ORR East 1,1.0,1,original
FKID001500,12.9871235,77.5883073,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001501,12.9819279,77.5948338,CBD 2,CBD 2,1.0,1,original
FKID001502,13.0667807,77.5931388,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID001503,13.141795,77.6173483,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID001504,12.8795724,77.6462409,Hosur Road,Hosur Road,1.0,1,original
FKID001505,12.9751307,77.6255644,Old Madras Road,Old Madras Road,1.0,1,original
FKID001506,13.0193638,77.5840263,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001507,13.0422576,77.6130097,ORR North 1,ORR North 1,1.0,1,original
FKID001508,12.99608379,77.66816426,ORR North 1,ORR North 1,1.0,1,original
FKID001509,12.9464047,77.5259337,Mysore Road,Mysore Road,1.0,1,original
FKID001510,13.0197797,77.7096412,Non-corridor,ORR East 2,0.8216666666666667,1,predicted
FKID001511,12.9988074,77.5838436,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001512,13.0079815,77.662382,ORR North 1,ORR North 1,1.0,1,original
FKID001513,12.9776567,77.607175,Old Madras Road,Old Madras Road,1.0,1,original
FKID001514,12.9753151,77.6256446,Old Madras Road,Old Madras Road,1.0,1,original
FKID001516,13.069294,77.6199559,Non-corridor,Non-corridor,0.7666666666666666,0,unresolved
FKID001517,12.9663406,77.6070882,Mysore Road,Mysore Road,1.0,1,original
FKID001518,12.9771363,77.60867,Old Madras Road,Old Madras Road,1.0,1,original
FKID001519,13.0017102,77.5836286,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001520,13.0514402,77.5391192,Non-corridor,Non-corridor,0.7133333333333334,0,unresolved
FKID001521,13.0431583,77.551585,ORR North 2,ORR North 2,1.0,1,original
FKID001522,13.0161243,77.7092002,Non-corridor,ORR East 2,0.825,1,predicted
FKID001523,12.9695275,77.7009274,ORR East 2,ORR East 2,1.0,1,original
FKID001524,12.9529092,77.5375841,West of Chord Road,West of Chord Road,1.0,1,original
FKID001525,13.0131433,77.5543167,West of Chord Road,West of Chord Road,1.0,1,original
FKID001526,12.9837639,77.6397066,Old Madras Road,Old Madras Road,1.0,1,original
FKID001527,13.0659031,77.5930966,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID001528,13.0223895,77.5846407,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001529,13.0223047,77.5846483,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001530,13.0852483,77.5535017,Non-corridor,Non-corridor,0.4840313076182209,0,unresolved
FKID001531,13.0983107,77.5988056,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID001532,13.0453082,77.5083309,Tumkur Road,Tumkur Road,1.0,1,original
FKID001533,13.0455943,77.5070291,Tumkur Road,Tumkur Road,1.0,1,original
FKID001534,12.9144561,77.5999649,Bannerghata Road,Bannerghata Road,1.0,1,original
FKID001535,12.9984315,77.5844271,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001536,12.91700531,77.67319232,Non-corridor,ORR East 1,0.9966666666666666,1,predicted
FKID001537,13.0973785,77.5981659,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID001538,12.9529706,77.5413433,Mysore Road,Mysore Road,1.0,1,original
FKID001539,12.9166816,77.595007,Non-corridor,Non-corridor,0.7383333333333333,1,unresolved
FKID001540,12.916738,77.5950034,Non-corridor,Non-corridor,0.74,1,unresolved
FKID001541,12.9768344,77.5861655,Non-corridor,Non-corridor,0.5834530463373825,0,unresolved
FKID001542,13.0111237,77.5837318,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001543,13.1038182,77.6007158,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID001544,12.9103918,77.6269289,Hosur Road,Hosur Road,1.0,1,original
FKID001545,12.9889182,77.498997,Magadi Road,Magadi Road,1.0,1,original
FKID001546,13.0010702,77.6120005,Non-corridor,Airport New South Road,0.8260832891461245,1,predicted
FKID001547,12.958647,77.5552335,Mysore Road,Mysore Road,1.0,1,original
FKID001548,12.9460623,77.4960791,Non-corridor,Mysore Road,0.8816666666666666,1,predicted
FKID001549,13.0345744,77.529696,Tumkur Road,Tumkur Road,1.0,1,original
FKID001550,12.9827523,77.574609,Non-corridor,Non-corridor,0.6733333333333333,1,unresolved
FKID001551,12.9982804,77.6634974,ORR North 1,ORR North 1,1.0,1,original
FKID001552,12.9756417,77.5357675,Non-corridor,Non-corridor,0.6836167832413005,1,unresolved
FKID001553,12.9390955,77.747372,Non-corridor,Non-corridor,0.755,0,unresolved
FKID001554,12.9814826,77.5870684,Non-corridor,Bellary Road 1,0.8616666666666667,1,predicted
FKID001555,12.9661888,77.5868203,Mysore Road,Mysore Road,1.0,1,original
FKID001556,13.013796,77.5304516,Non-corridor,Tumkur Road,0.9033333333333333,1,predicted
FKID001557,13.1328612,77.6158545,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID001558,12.94561,77.4956717,Non-corridor,Mysore Road,0.8816666666666666,1,predicted
FKID001559,12.9890857,77.5078147,Magadi Road,Magadi Road,1.0,1,original
FKID001560,12.9888489,77.5081285,Magadi Road,Magadi Road,1.0,1,original
FKID001561,12.9842561,77.5971135,CBD 2,CBD 2,1.0,1,original
FKID001562,12.9779004,77.5490792,West of Chord Road,West of Chord Road,1.0,1,original
FKID001563,13.0203275,77.7095321,Non-corridor,ORR East 2,0.8216666666666667,1,predicted
FKID001564,12.98872,77.508568,Magadi Road,Magadi Road,1.0,1,original
FKID001565,12.9591821,77.5556361,Mysore Road,Mysore Road,1.0,1,original
FKID001566,12.9529814,77.541538,Mysore Road,Mysore Road,1.0,1,original
FKID001567,12.9889692,77.50772,Magadi Road,Magadi Road,1.0,1,original
FKID001568,12.9658196,77.5954635,Mysore Road,Mysore Road,1.0,1,original
FKID001569,12.968919,77.570226,Non-corridor,Mysore Road,0.9916666666666667,1,predicted
FKID001570,12.9598662,77.5743609,Non-corridor,Mysore Road,1.0,1,predicted
FKID001571,12.9602988,77.5049763,Non-corridor,Non-corridor,0.5020076651902114,1,unresolved
FKID001572,12.9670926,77.5041168,Non-corridor,Non-corridor,0.599806428566406,0,unresolved
FKID001574,13.0427021,77.5902017,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001575,13.015908,77.5610463,Tumkur Road,Tumkur Road,1.0,1,original
FKID001576,13.0154652,77.7010932,Non-corridor,ORR East 2,0.9,1,predicted
FKID001577,12.9243827,77.6178836,Hosur Road,Hosur Road,1.0,1,original
FKID001579,13.0005836,77.5839635,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001580,13.0083147,77.6939011,Non-corridor,ORR East 2,0.9216666666666666,1,predicted
FKID001582,13.0396849,77.5893608,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001583,12.9421872,77.7463095,Non-corridor,Non-corridor,0.755,0,unresolved
FKID001584,12.8876902,77.5819406,Non-corridor,Non-corridor,0.8133333333333334,0,unresolved
FKID001585,12.9804152,77.5721511,Non-corridor,Non-corridor,0.7433333333333334,1,unresolved
FKID001586,13.0436169,77.5531968,ORR North 2,ORR North 2,1.0,1,original
FKID001587,12.9386404,77.5983956,Non-corridor,Bannerghata Road,0.9783333333333333,1,predicted
FKID001588,12.8838862,77.6434895,Hosur Road,Hosur Road,1.0,1,original
FKID001589,12.9381961,77.5221042,Mysore Road,Mysore Road,1.0,1,original
FKID001590,13.1426785,77.6177456,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID001591,13.0877833,77.5955317,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID001592,12.916735,77.5950683,Non-corridor,Non-corridor,0.78,1,unresolved
FKID001593,12.9575903,77.605919,Hosur Road,Hosur Road,1.0,1,original
FKID001594,12.9396328,77.5979386,Non-corridor,Bannerghata Road,0.8760880052726406,1,predicted
FKID001595,12.8970929,77.600018,Bannerghata Road,Bannerghata Road,1.0,1,original
FKID001596,12.922821,77.6693893,ORR East 1,ORR East 1,1.0,1,original
FKID001597,12.8878254,77.5819862,Non-corridor,Non-corridor,0.8133333333333334,0,unresolved
FKID001598,12.9535784,77.5422814,Mysore Road,Mysore Road,1.0,1,original
FKID001599,12.9362714,77.7055743,Non-corridor,Non-corridor,0.7533333333333334,1,unresolved
FKID001600,13.0413766,77.6174843,ORR North 1,ORR North 1,1.0,1,original
FKID001601,12.93884,77.6951109,ORR East 1,ORR East 1,1.0,1,original
FKID001602,12.9695613,77.700601,ORR East 2,ORR East 2,1.0,1,original
FKID001603,12.8973867,77.5999679,Bannerghata Road,Bannerghata Road,1.0,1,original
FKID001604,12.9603,77.5050083,Non-corridor,Non-corridor,0.5019100782028858,1,unresolved
FKID001605,12.9358395,77.6149327,Hosur Road,Hosur Road,1.0,1,original
FKID001606,13.0443873,77.5831779,ORR North 2,ORR North 2,1.0,1,original
FKID001607,12.9330433,77.6117417,Hosur Road,Hosur Road,1.0,1,original
FKID001608,13.0462281,77.6027534,ORR North 1,ORR North 1,1.0,1,original
FKID001609,12.9896187,77.5018162,Magadi Road,Magadi Road,1.0,1,original
FKID001610,13.0453194,77.5077836,Tumkur Road,Tumkur Road,1.0,1,original
FKID001611,12.9842404,77.5877773,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001612,13.0206355,77.5842531,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID001613,12.9652949,77.5125659,Non-corridor,Non-corridor,0.38607964678450923,1,unresolved
FKID001614,13.0087159,77.5711199,Non-corridor,Non-corridor,0.6983333333333334,0,unresolved
FKID001615,12.874187,77.6678702,Non-corridor,Non-corridor,0.8083333333333333,0,unresolved
