id,event_cause_code,corridor_final_code,police_station_code,event_type_planned,priority_high,was_escalated_int,is_weekend_int,hour,dow_num,month,signal_score,latitude,longitude,corridor_final,event_cause,corridor_confidence,corridor_agreement,corridor_source,requires_road_closure
FKID000748,0,21,19,0,1,1,0,21,3,2,0.07076527586438475,12.9591872,77.7012264,Varthur Road,vehicle_breakdown,1.0,1,original,False
FKID000749,1,0,26,0,1,1,0,22,3,2,0.06416996377271492,13.01862439,77.55800419,Tumkur Road,others,1.0,1,original,False
FKID000750,5,7,42,0,1,1,0,22,3,2,0.05342182651396519,12.9253172,77.550233,ORR West 1,pot_holes,1.0,1,original,False
FKID000751,0,6,8,0,0,1,0,1,0,3,0.061623481732465624,13.0199996,77.7098546,ORR East 2,vehicle_breakdown,0.8216666666666667,1,predicted,False
FKID000752,0,3,4,0,1,1,0,22,3,2,0.05965888891750939,13.04244,77.5917,Bellary Road 1,vehicle_breakdown,1.0,1,original,False
FKID000753,0,8,39,0,1,1,0,20,3,2,0.061318622641959177,13.0036356,77.6629395,ORR North 1,vehicle_breakdown,1.0,1,original,False
FKID000754,8,5,7,0,0,1,0,1,0,3,0.0819775732362498,13.0494042,77.6453035,Non-corridor,road_conditions,0.7033333333333334,0,unresolved,False
FKID000755,0,12,18,0,1,1,0,2,0,3,0.05794921719771987,12.9233673,77.6003486,Bannerghata Road,vehicle_breakdown,1.0,1,original,False
FKID000756,0,5,24,0,0,1,0,23,3,2,0.0721611390973804,13.051243,77.5079024,Non-corridor,vehicle_breakdown,0.775,1,unresolved,False
FKID000757,0,1,1,0,1,1,0,23,3,2,0.06528460380413323,12.9163992,77.6343214,ORR East 1,vehicle_breakdown,1.0,1,original,False
FKID000758,6,13,15,0,1,0,0,22,3,2,0.06199134519686637,12.9593141,77.6489403,Old Airport Road,congestion,1.0,1,original,False
FKID000759,6,5,0,0,0,0,0,21,3,2,0.07154413046805251,13.0098085,77.5060619,Non-corridor,congestion,0.6154967860368807,0,unresolved,False
FKID000760,0,6,8,0,0,1,0,23,3,2,0.0679961638490266,13.018385,77.7061817,ORR East 2,vehicle_breakdown,0.8216666666666667,1,predicted,False
FKID000761,0,6,8,0,0,1,0,1,4,2,0.061623481732465624,13.0181824,77.7075933,ORR East 2,vehicle_breakdown,0.8216666666666667,1,predicted,False
FKID000762,6,13,15,0,1,0,0,22,3,2,0.06199134519686637,12.9597477,77.6487553,Old Airport Road,congestion,1.0,1,original,False
FKID000763,0,2,9,0,1,1,0,2,0,3,0.07092219017069284,12.9559951,77.5460193,Mysore Road,vehicle_breakdown,1.0,1,original,False
FKID000764,0,0,34,0,0,1,0,22,3,2,0.05528166657908647,13.0212083,77.532755,Tumkur Road,vehicle_breakdown,1.0,1,predicted,False
FKID000765,0,14,50,0,1,1,0,1,0,3,0.05582101259666315,13.0423317,77.5489533,ORR North 2,vehicle_breakdown,1.0,1,original,False
FKID000766,0,2,31,0,1,1,0,2,0,3,0.07092219017069284,12.9608839,77.5583387,Mysore Road,vehicle_breakdown,1.0,1,original,False
FKID000767,0,9,15,0,1,1,0,3,0,3,0.05922104296296896,12.9837183,77.64181,Old Madras Road,vehicle_breakdown,1.0,1,original,False
FKID000768,4,12,18,0,1,1,0,3,0,3,0.06474583356203668,12.9074103,77.6003976,Bannerghata Road,water_logging,1.0,1,original,True
FKID000769,0,5,23,0,0,1,0,2,4,2,0.06991666158187614,12.9869252,77.5800472,Non-corridor,vehicle_breakdown,0.7616666666666667,1,unresolved,True
FKID000770,0,9,6,0,1,1,0,2,4,2,0.06093822818673087,12.9762151,77.5990724,Old Madras Road,vehicle_breakdown,1.0,1,original,False
FKID000771,1,7,20,0,0,1,0,5,4,2,0.06987965507122298,12.8993583,77.5727639,ORR West 1,others,0.8716666666666666,1,predicted,False
FKID000772,0,11,6,0,1,1,0,3,4,2,0.061439579143769296,12.9832903,77.59701,CBD 2,vehicle_breakdown,1.0,1,original,True
FKID000773,0,0,26,0,1,1,0,4,4,2,0.05569759052442218,13.0299318,77.5364118,Tumkur Road,vehicle_breakdown,1.0,1,original,False
FKID000774,0,2,40,0,1,1,0,2,0,3,0.07092219017069284,12.9675116,77.5891914,Mysore Road,vehicle_breakdown,1.0,1,original,False
FKID000775,1,2,40,0,1,1,0,5,0,3,0.08082312951912221,12.9625255,77.5948692,Mysore Road,others,1.0,1,original,False
FKID000776,5,5,51,0,0,1,0,5,0,3,0.06725425086076775,12.8813895,77.5431082,Non-corridor,pot_holes,0.7110186382643799,1,unresolved,False
FKID000777,1,2,38,0,1,1,0,5,0,3,0.08082312951912221,12.9622317,77.5948457,Mysore Road,others,1.0,1,original,False
FKID000778,0,3,23,0,1,1,0,3,0,3,0.06082354002666661,12.993745,77.5852617,Bellary Road 1,vehicle_breakdown,1.0,1,original,False
FKID000779,6,2,5,0,1,0,0,5,0,3,0.07352546332422605,12.901029,77.4665508,Mysore Road,congestion,1.0,1,original,False
FKID000780,0,2,9,0,1,1,0,3,0,3,0.06920500494693095,12.9425168,77.5255155,Mysore Road,vehicle_breakdown,1.0,1,original,False
FKID000781,0,7,46,0,0,1,0,4,0,3,0.057512803335210215,12.8904509,77.5642971,ORR West 1,vehicle_breakdown,0.865,1,predicted,False
FKID000782,0,0,24,0,1,1,0,2,0,3,0.058163502912005595,13.0454946,77.5071561,Tumkur Road,vehicle_breakdown,1.0,1,original,False
FKID000783,0,0,3,0,0,1,0,5,4,2,0.05917614506680652,13.0157783,77.5729483,Tumkur Road,vehicle_breakdown,0.8197878371583835,1,predicted,False
FKID000784,0,10,37,0,1,1,0,5,4,2,0.060934158521495876,12.9336029,77.6113624,Hosur Road,vehicle_breakdown,1.0,1,original,False
FKID000785,0,5,35,0,0,1,0,4,0,3,0.06745074919429274,13.0673044,77.4496339,Non-corridor,vehicle_breakdown,0.655,1,unresolved,False
FKID000786,1,5,2,0,0,1,0,6,4,2,0.08647224483674935,12.9459336,77.5954659,Non-corridor,others,0.5081177204304287,0,unresolved,False
FKID000787,0,2,31,0,1,1,0,5,4,2,0.07193483232549377,12.9612079,77.5590824,Mysore Road,vehicle_breakdown,1.0,1,original,False
FKID000788,6,14,12,0,1,0,0,5,4,2,0.06255249035125307,13.0447938,77.5825434,ORR North 2,congestion,1.0,1,original,False
FKID000789,0,8,39,0,1,1,0,7,4,2,0.07107183203005538,13.0201267,77.65254,ORR North 1,vehicle_breakdown,1.0,1,original,False
FKID000790,0,3,12,0,1,1,0,4,4,2,0.060074812862845106,13.0290396,77.5861366,Bellary Road 1,vehicle_breakdown,1.0,1,original,False
FKID000791,0,5,16,0,0,1,0,7,0,3,0.07554631866773277,12.9417005,77.7471249,Non-corridor,vehicle_breakdown,0.755,0,unresolved,False
FKID000792,0,2,40,0,1,1,0,8,4,2,0.07018920336924603,12.9663381,77.5869429,Mysore Road,vehicle_breakdown,1.0,1,original,False
FKID000793,5,18,21,0,1,1,0,7,0,3,0.0674478628584444,12.9783139,77.5489833,West of Chord Road,pot_holes,1.0,1,original,False
FKID000794,0,5,35,0,0,1,0,6,0,3,0.07758394764312092,13.0616905,77.4597317,Non-corridor,vehicle_breakdown,0.6783333333333333,1,unresolved,False
FKID000795,1,3,12,0,1,1,0,9,0,3,0.07168847693278382,13.0384767,77.5894392,Bellary Road 1,others,1.0,1,original,False
FKID000796,6,3,3,0,1,0,0,8,0,3,0.06339836944771397,13.014384,77.5837351,Bellary Road 1,congestion,1.0,1,original,False
FKID000797,0,1,1,0,1,1,0,9,4,2,0.06329958077735583,12.9155018,77.6245772,ORR East 1,vehicle_breakdown,1.0,1,original,False
FKID000798,2,18,21,0,1,1,0,9,0,3,0.13610918647633286,12.9840583,77.5490758,West of Chord Road,tree_fall,1.0,1,original,False
FKID000799,0,10,37,0,1,1,0,6,4,2,0.06758880242793973,12.929503,77.6161562,Hosur Road,vehicle_breakdown,1.0,1,original,False
FKID000800,0,10,22,0,1,1,0,9,4,2,0.06018097085542181,12.8699916,77.6534081,Hosur Road,vehicle_breakdown,1.0,1,original,False
FKID000801,0,0,24,0,1,1,0,9,4,2,0.05842295740073246,13.0453915,77.507419,Tumkur Road,vehicle_breakdown,1.0,1,original,False
FKID000802,2,5,12,0,0,1,0,12,4,2,0.171140555866735,13.070237,77.5651338,Non-corridor,tree_fall,0.6753195645479733,0,unresolved,False
FKID000803,0,9,6,0,1,1,0,7,4,2,0.0665678852725875,12.9745356,77.6110416,Old Madras Road,vehicle_breakdown,1.0,1,original,False
FKID000804,2,5,12,0,0,1,0,12,4,2,0.171140555866735,13.0701444,77.5650602,Non-corridor,tree_fall,0.675357326704372,0,unresolved,False
FKID000805,7,6,19,1,1,1,0,20,3,2,0.1358127696897488,12.9696663,77.7005081,ORR East 2,construction,1.0,1,original,False
FKID000806,0,0,24,0,1,1,0,7,4,2,0.06379315999786223,13.0454251,77.5071765,Tumkur Road,vehicle_breakdown,1.0,1,original,False
FKID000807,1,3,3,0,1,1,0,18,0,3,0.07539585859448523,13.01608,77.5840883,Bellary Road 1,others,1.0,1,original,False
FKID000808,4,5,6,0,0,1,0,19,0,3,0.07788160868534486,12.976771,77.5887083,Non-corridor,water_logging,0.5674383870633062,0,unresolved,False
FKID000809,2,5,12,0,0,1,0,12,4,2,0.171140555866735,13.0701371,77.5650858,Non-corridor,tree_fall,0.6754280113572391,0,unresolved,False
FKID000810,7,1,1,0,1,1,0,18,0,3,0.10334145492278216,12.9161006,77.6324548,ORR East 1,construction,1.0,1,original,True
FKID000811,4,5,48,0,0,1,0,19,0,3,0.07788160868534486,12.9811874,77.570631,Non-corridor,water_logging,0.7266666666666667,1,unresolved,True
FKID000812,4,6,8,0,0,1,0,19,0,3,0.07371663343699106,13.0102627,77.6977411,ORR East 2,water_logging,0.9266666666666667,1,predicted,False
FKID000813,4,2,6,0,0,1,0,19,0,3,0.07888713727416155,12.9712301,77.5977831,Mysore Road,water_logging,0.9014899458541044,1,predicted,False
FKID000814,4,11,6,0,1,1,0,19,0,3,0.07112171147099991,12.983221,77.5924218,CBD 2,water_logging,1.0,1,original,False
FKID000815,0,14,50,0,1,1,0,18,4,2,0.06391605334814816,13.0431929,77.5518135,ORR North 2,vehicle_breakdown,1.0,1,original,False
FKID000816,7,0,0,1,1,0,0,12,4,2,0.16449942720069993,13.0360195,77.5212488,Tumkur Road,construction,1.0,1,original,True
FKID000817,2,5,45,0,0,1,0,12,4,2,0.171140555866735,13.0702135,77.5650728,Non-corridor,tree_fall,0.6752376646791048,0,unresolved,False
FKID000818,0,6,8,0,0,1,0,16,4,2,0.11884132950149451,13.0082792,77.694241,ORR East 2,vehicle_breakdown,0.9116666666666666,1,predicted,False
FKID000819,0,4,45,0,1,1,0,19,4,2,0.05601974805589947,13.1007763,77.5993401,Bellary Road 2,vehicle_breakdown,1.0,1,original,False
FKID000820,4,21,16,0,1,1,0,19,0,3,0.07869338508040938,12.9591687,77.7465274,Varthur Road,water_logging,1.0,1,original,True
FKID000821,0,5,22,0,0,1,0,19,4,2,0.06936780709726613,12.8558596,77.6643521,Non-corridor,vehicle_breakdown,0.8023966699993583,0,unresolved,False
FKID000822,1,0,26,0,1,1,0,20,4,2,0.06292824780339447,13.01862439,77.55800419,Tumkur Road,others,1.0,1,original,False
FKID000823,5,12,18,0,1,1,0,21,4,2,0.05431100220925465,12.8996615,77.6008692,Bannerghata Road,pot_holes,1.0,1,original,False
FKID000824,0,2,40,0,1,1,0,19,4,2,0.07037333568608284,12.9668588,77.5948388,Mysore Road,vehicle_breakdown,1.0,1,original,False
FKID000825,0,6,39,0,1,1,0,19,4,2,0.06520283184891233,13.0002709,77.6760265,ORR East 2,vehicle_breakdown,1.0,1,original,False
FKID000826,4,21,16,0,1,1,0,20,0,3,0.07511868726277982,12.9554994,77.7176068,Varthur Road,water_logging,1.0,1,original,False
FKID000827,7,5,38,0,0,1,0,21,4,2,0.10628799195304513,12.9584994,77.6017538,Non-corridor,construction,0.7066666666666667,0,unresolved,True
FKID000828,3,1,19,0,1,1,0,22,4,2,0.057718871924497386,12.9350306,77.6918587,ORR East 1,accident,1.0,1,original,False
FKID000829,1,8,10,0,1,0,0,20,0,3,0.07149078752006599,12.996365,77.6693982,ORR North 1,others,1.0,1,original,False
FKID000830,1,14,50,0,1,1,0,20,0,3,0.06471396208910875,13.0415544,77.5476039,ORR North 2,others,1.0,1,original,False
FKID000831,0,4,47,0,0,1,0,22,4,2,0.05368676620759035,13.19304,77.6503512,Bellary Road 2,vehicle_breakdown,0.9683333333333333,1,predicted,False
FKID000832,0,2,40,0,1,1,0,20,0,3,0.06679863786845328,12.9661358,77.586864,Mysore Road,vehicle_breakdown,1.0,1,original,False
FKID000833,3,5,35,0,0,1,0,19,0,3,0.06692838906605367,13.0515281,77.4880298,Non-corridor,accident,0.7633333333333333,1,unresolved,False
FKID000834,7,15,31,1,0,1,1,0,5,2,0.13756635876020828,12.9745058,77.5704978,Magadi Road,construction,0.8433333333333333,1,predicted,True
FKID000835,7,18,30,0,1,1,1,0,5,2,0.10359844945606941,12.9757819,77.5387044,West of Chord Road,construction,1.0,1,original,True
FKID000836,4,14,12,0,1,1,0,20,0,3,0.06433946648355902,13.0467038,77.5719801,ORR North 2,water_logging,1.0,1,original,False
FKID000837,1,0,24,0,1,1,1,1,5,2,0.0629235955045773,13.0401125,77.5181917,Tumkur Road,others,1.0,1,original,False
FKID000838,5,5,44,0,0,1,0,20,0,3,0.062118056403727265,12.9481385,77.5736876,Non-corridor,pot_holes,0.7466692891990248,1,unresolved,False
FKID000839,0,9,39,0,1,1,0,23,4,2,0.06318270570223512,12.9888806,77.6528231,Old Madras Road,vehicle_breakdown,1.0,1,original,False
FKID000840,0,0,0,0,1,1,1,1,5,2,0.054035298310948866,13.0399719,77.5181188,Tumkur Road,vehicle_breakdown,1.0,1,original,False
FKID000841,0,21,19,0,1,1,0,20,0,3,0.06660488567470109,12.9568791,77.7010188,Varthur Road,vehicle_breakdown,1.0,1,original,False
FKID000842,1,5,48,0,0,1,0,2,0,1,0.07880495877550457,12.9853267,77.5745933,Non-corridor,others,0.6006018073878233,0,unresolved,True
FKID000843,0,1,27,0,1,0,0,21,0,3,0.06436083186055144,12.9217117,77.6607233,ORR East 1,vehicle_breakdown,1.0,1,original,False
FKID000844,0,5,48,0,0,1,0,21,0,3,0.06995349946932024,12.9822698,77.5674251,Non-corridor,vehicle_breakdown,0.7483333333333333,1,unresolved,False
FKID000845,0,2,33,0,0,1,0,21,0,3,0.07095902805813695,12.957054,77.567463,Mysore Road,vehicle_breakdown,0.9966666666666666,1,predicted,False
FKID000846,8,7,20,0,0,1,0,21,0,3,0.0762046698656681,12.9105663,77.5825215,ORR West 1,road_conditions,0.9633333333333334,1,predicted,False
FKID000847,0,8,39,0,1,1,0,18,0,3,0.06940901109462703,13.0158541,77.6623672,ORR North 1,vehicle_breakdown,1.0,1,original,False
FKID000848,4,20,7,0,1,1,1,1,5,2,0.06450430571016559,13.0423817,77.62509,Hennur Main Road,water_logging,1.0,1,original,False
FKID000849,6,5,48,0,0,0,0,19,0,3,0.07095843809599842,12.981184,77.5706454,Non-corridor,congestion,0.7266666666666667,1,unresolved,True
FKID000850,0,16,7,0,1,1,0,19,0,3,0.08651376477496553,13.0286194,77.6321205,Airport New South Road,vehicle_breakdown,1.0,1,original,False
FKID000851,0,5,23,0,0,1,0,18,0,3,0.07388349773230443,12.9898992,77.5928694,Non-corridor,vehicle_breakdown,0.8016355100004406,0,unresolved,False
FKID000852,0,2,9,0,1,1,0,19,0,3,0.07037333568608284,12.9572664,77.551711,Mysore Road,vehicle_breakdown,1.0,1,original,False
FKID000853,0,3,41,0,1,1,1,0,5,2,0.06431142357427595,13.0196389,77.5840125,Bellary Road 1,vehicle_breakdown,1.0,1,original,False
FKID000854,0,3,41,0,1,1,1,0,5,2,0.06431142357427595,13.0194507,77.5842804,Bellary Road 1,vehicle_breakdown,1.0,1,original,False
FKID000855,0,5,9,0,0,1,0,23,4,2,0.0721611390973804,12.9590793,77.5164124,Non-corridor,vehicle_breakdown,0.4834073369142668,1,unresolved,False
FKID000856,4,18,34,0,1,1,0,21,0,1,0.07404389812401989,12.9994047,77.5496096,West of Chord Road,water_logging,1.0,1,original,True
FKID000857,7,5,19,0,0,1,1,4,5,2,0.10378524167801764,12.936298,77.7054278,Non-corridor,construction,0.7533333333333334,1,unresolved,False
FKID000858,0,5,52,0,0,1,1,4,5,2,0.06745074919429274,12.9752244,77.5761558,Non-corridor,vehicle_breakdown,0.594650814573032,0,unresolved,False
FKID000859,0,3,3,0,1,1,1,4,5,2,0.060074812862845106,13.0031325,77.5841819,Bellary Road 1,vehicle_breakdown,1.0,1,original,False
FKID000860,0,7,42,0,1,1,1,4,5,2,0.057512803335210215,12.9276259,77.5460056,ORR West 1,vehicle_breakdown,1.0,1,original,False
FKID000861,0,20,7,0,0,1,1,2,5,2,0.0601187087231436,13.0642417,77.6518426,Hennur Main Road,vehicle_breakdown,0.8558841531450078,1,predicted,False
FKID000862,0,2,9,0,1,1,0,19,0,3,0.07037333568608284,12.9574207,77.5518605,Mysore Road,vehicle_breakdown,1.0,1,original,False
FKID000863,0,4,45,0,1,1,0,19,0,3,0.05601974805589947,13.1037944,77.5985539,Bellary Road 2,vehicle_breakdown,1.0,1,original,False
FKID000864,3,5,35,0,0,1,0,20,0,3,0.06335369124842412,13.0745972,77.4323408,Non-corridor,accident,0.655,1,unresolved,True
FKID000865,5,5,29,0,0,1,1,6,5,2,0.0739088947672116,12.9677312,77.5025139,Non-corridor,pot_holes,0.607412692908424,0,unresolved,False
FKID000866,3,5,30,0,0,0,1,6,5,2,0.07642839729638683,12.9665363,77.5443086,Non-corridor,accident,0.8866666666666667,0,unresolved,False
FKID000867,0,0,26,0,0,1,1,4,5,2,0.05569759052442218,13.0210592,77.5282216,Tumkur Road,vehicle_breakdown,1.0,1,predicted,False
FKID000868,5,7,20,0,0,1,1,6,5,2,0.06397094890812909,12.900867,77.5733073,ORR West 1,pot_holes,0.88,1,predicted,False
FKID000869,0,6,8,0,0,1,0,21,0,3,0.06578852422096644,13.0244934,77.7174868,ORR East 2,vehicle_breakdown,0.8216666666666667,1,predicted,False
FKID000870,3,4,12,0,1,1,0,22,0,3,0.051247348176377897,13.0667583,77.593245,Bellary Road 2,accident,1.0,1,original,False
FKID000871,1,5,13,0,0,1,0,22,0,3,0.07592312244258545,12.92325643,77.58360956,Non-corridor,others,0.8089910529722926,0,unresolved,False
FKID000872,0,6,8,0,0,1,0,21,0,3,0.06578852422096644,13.027915,77.72327,ORR East 2,vehicle_breakdown,0.8216666666666667,1,predicted,False
FKID000873,0,5,24,0,0,1,0,20,0,3,0.06579310927963658,13.0639486,77.5049766,Non-corridor,vehicle_breakdown,0.6406265550578618,1,unresolved,False
FKID000874,0,5,45,0,0,1,0,20,0,3,0.06579310927963658,13.1142212,77.5790245,Non-corridor,vehicle_breakdown,0.703272958768159,1,unresolved,False
FKID000875,0,1,27,0,1,1,0,20,0,3,0.0589165739863894,12.9247242,77.6735579,ORR East 1,vehicle_breakdown,1.0,1,original,False
FKID000876,0,13,15,0,1,1,1,6,5,2,0.07094983659229799,12.9592719,77.654759,Old Airport Road,vehicle_breakdown,1.0,1,original,False
FKID000877,0,2,40,0,0,1,1,6,5,2,0.07858947623193763,12.9622744,77.5945028,Mysore Road,vehicle_breakdown,0.995,1,predicted,False
FKID000878,10,10,14,0,0,1,1,6,5,2,0.10452658178497438,12.8957933,77.626025,Hosur Road,procession,1.0,1,predicted,False
FKID000879,0,2,38,0,0,1,1,6,5,2,0.07858947623193763,12.9620955,77.5946002,Mysore Road,vehicle_breakdown,0.98,1,predicted,False
FKID000880,3,4,45,0,1,1,1,7,5,2,0.05975884159515364,13.0737695,77.5925142,Bellary Road 2,accident,1.0,1,original,False
FKID000881,0,9,39,0,1,1,0,20,0,3,0.056814675884491295,12.9907758,77.6565657,Old Madras Road,vehicle_breakdown,1.0,1,original,False
FKID000882,0,9,39,0,1,1,0,20,0,3,0.056814675884491295,12.9912244,77.6573707,Old Madras Road,vehicle_breakdown,1.0,1,original,False
FKID000883,3,5,30,0,0,0,1,6,5,2,0.07642839729638683,12.9665467,77.5444417,Non-corridor,accident,0.8883333333333333,0,unresolved,False
FKID000884,0,8,25,0,1,1,1,6,5,2,0.07310946100544354,13.0420517,77.613225,ORR North 1,vehicle_breakdown,1.0,1,original,False
FKID000885,0,6,8,0,0,1,1,6,5,2,0.07341897239476712,13.0127397,77.6992566,ORR East 2,vehicle_breakdown,0.915,1,predicted,False
FKID000886,3,4,45,0,1,1,1,7,5,2,0.05975884159515364,13.0736704,77.5926238,Bellary Road 2,accident,1.0,1,original,False
FKID000887,5,3,3,0,1,1,0,22,0,3,0.05598383604160009,13.0004513,77.5839603,Bellary Road 1,pot_holes,1.0,1,original,False
FKID000888,0,5,34,0,0,1,0,20,0,3,0.06579310927963658,12.9838987,77.5577653,Non-corridor,vehicle_breakdown,0.5515197898774955,0,unresolved,False
FKID000889,0,2,9,0,1,1,0,20,0,3,0.06679863786845328,12.9572983,77.5518217,Mysore Road,vehicle_breakdown,1.0,1,original,False
FKID000890,5,2,40,0,0,1,0,23,0,3,0.06949161481028779,12.9610275,77.5879681,Mysore Road,pot_holes,0.99,1,predicted,False
FKID000891,0,1,27,0,1,1,0,21,0,3,0.06307696417607307,12.9217369,77.6616125,ORR East 1,vehicle_breakdown,1.0,1,original,False
FKID000892,0,5,35,0,0,1,0,21,0,3,0.06995349946932024,13.0617775,77.4597149,Non-corridor,vehicle_breakdown,0.6783333333333333,1,unresolved,True
FKID000893,0,3,3,0,1,1,1,11,5,2,0.09308134881055752,13.00279424,77.58406429,Bellary Road 1,vehicle_breakdown,1.0,1,original,False
FKID000895,7,6,8,1,0,0,0,23,0,3,0.14346466719197104,13.0160832,77.7091853,ORR East 2,construction,0.825,1,predicted,True
FKID000896,0,13,19,0,1,0,0,0,1,3,0.06633711653937902,12.9563716,77.6949677,Old Airport Road,vehicle_breakdown,1.0,1,original,False
FKID000897,0,0,26,0,1,1,0,0,1,3,0.05993420123585304,13.016296,77.5617627,Tumkur Road,vehicle_breakdown,1.0,1,original,False
FKID000899,0,4,45,0,1,1,1,10,5,2,0.07240334374769732,13.1026228,77.6000873,Bellary Road 2,vehicle_breakdown,1.0,1,original,False
FKID000900,0,3,3,0,1,0,1,13,5,2,0.09873241792106084,13.00709146,77.58401066,Bellary Road 1,vehicle_breakdown,1.0,1,original,False
FKID000901,0,4,45,0,1,1,1,14,5,2,0.042991579041814956,13.0990017,77.5993483,Bellary Road 2,vehicle_breakdown,1.0,1,original,False
FKID000902,2,2,40,0,1,1,0,8,4,1,0.14054567670835497,12.9637229,77.5961612,Mysore Road,tree_fall,1.0,1,original,False
FKID000903,0,5,40,0,0,0,1,13,5,2,0.10610835425250849,12.9771817,77.5855933,Non-corridor,vehicle_breakdown,0.6005731167179256,0,unresolved,False
FKID000904,3,4,45,0,1,0,1,12,5,2,0.0862804731395253,13.1112667,77.6044597,Bellary Road 2,accident,1.0,1,original,False
FKID000905,7,5,19,0,0,1,1,20,5,2,0.10212760176336147,12.9362566,77.7054884,Non-corridor,construction,0.7533333333333334,1,unresolved,False
FKID000906,8,18,34,0,0,1,1,20,5,2,0.07755882260168788,13.0084733,77.544245,West of Chord Road,road_conditions,0.8533333333333333,1,predicted,False
FKID000907,1,2,9,0,1,1,0,4,1,3,0.07734457497673787,12.9538444,77.543374,Mysore Road,others,1.0,1,original,False
FKID000908,1,0,0,0,1,1,0,2,1,3,0.06705180010563402,13.034744,77.5281644,Tumkur Road,others,1.0,1,original,False
FKID000909,4,5,44,0,0,1,0,4,1,3,0.07596455078237144,12.9435587,77.5799456,Non-corridor,water_logging,0.6112095741248084,1,unresolved,False
FKID000910,8,18,34,0,0,1,1,20,5,2,0.07755882260168788,13.0084733,77.544245,West of Chord Road,road_conditions,0.8533333333333333,1,predicted,False
FKID000911,0,2,6,0,1,1,0,3,1,3,0.06920500494693095,12.9715888,77.6047187,Mysore Road,vehicle_breakdown,1.0,1,original,False
FKID000912,1,5,41,0,0,1,1,21,5,2,0.07884179666294867,12.9996485,77.5999091,Non-corridor,others,0.4315286756742345,0,unresolved,True
FKID000913,0,16,39,0,1,1,1,22,5,2,0.08418078292665643,13.0110471,77.6249949,Airport New South Road,vehicle_breakdown,1.0,1,original,False
FKID000914,0,10,49,0,1,1,0,4,1,3,0.057455603979111536,12.8860621,77.641471,Hosur Road,vehicle_breakdown,1.0,1,original,False
FKID000915,0,10,14,0,1,1,0,5,1,3,0.060934158521495876,12.9342472,77.6101148,Hosur Road,vehicle_breakdown,1.0,1,original,False
FKID000916,0,16,39,0,1,1,1,22,5,2,0.08418078292665643,13.0111748,77.6251059,Airport New South Road,vehicle_breakdown,1.0,1,original,False
FKID000917,1,11,6,0,1,1,1,21,5,2,0.07208189944860373,12.9819597,77.5945755,CBD 2,others,1.0,1,original,False
FKID000918,0,11,17,0,1,1,1,22,5,2,0.060274928034612076,12.984097,77.5984799,CBD 2,vehicle_breakdown,1.0,1,original,True
FKID000919,0,12,18,0,1,1,1,22,5,2,0.05506738086480075,12.8938667,77.5990863,Bannerghata Road,vehicle_breakdown,1.0,1,original,False
FKID000920,11,5,41,0,0,1,1,21,5,2,0.14715101908609515,13.0217922,77.6032642,Non-corridor,protest,0.7383333333333333,0,unresolved,True
FKID000921,11,5,41,1,0,1,1,21,5,2,0.18500116226083632,13.0218192,77.6032802,Non-corridor,protest,0.7383333333333333,0,unresolved,True
FKID000922,11,5,41,1,0,1,1,21,5,2,0.18500116226083632,13.0217897,77.6032151,Non-corridor,protest,0.7383333333333333,0,unresolved,True
FKID000923,5,5,2,0,0,1,0,2,2,11,0.06624160870596682,12.9457679,77.5955687,Non-corridor,pot_holes,0.486088935395228,0,unresolved,False
FKID000924,0,15,32,0,0,1,0,6,1,3,0.06927831083913957,12.9856717,77.4788353,Magadi Road,vehicle_breakdown,0.9583333333333333,1,predicted,False
FKID000925,1,6,8,0,0,1,1,23,5,2,0.07688446104265503,13.0343637,77.7342256,ORR East 2,others,0.8200000000000001,1,predicted,False
FKID000926,0,15,32,0,1,1,1,1,6,2,0.057482820176838076,12.9890204,77.5078025,Magadi Road,vehicle_breakdown,1.0,1,original,False
FKID000927,0,2,40,0,1,1,1,20,5,2,0.06679863786845328,12.9658127,77.5871842,Mysore Road,vehicle_breakdown,1.0,1,original,True
FKID000928,0,5,35,0,0,1,1,21,5,2,0.06995349946932024,13.0695093,77.4468501,Non-corridor,vehicle_breakdown,0.655,1,unresolved,False
FKID000929,0,5,35,0,0,1,1,21,5,2,0.06995349946932024,13.0695249,77.4468401,Non-corridor,vehicle_breakdown,0.655,1,unresolved,False
FKID000930,0,0,0,0,0,1,1,23,5,2,0.060407980427509854,13.0471916,77.5014881,Tumkur Road,vehicle_breakdown,0.9316666666666666,1,predicted,False
FKID000931,8,5,47,0,0,1,0,6,1,3,0.0937730638985513,13.1816817,77.6939433,Non-corridor,road_conditions,0.7245175576201952,1,unresolved,False
FKID000932,0,1,27,0,1,1,1,23,5,2,0.06528460380413323,12.9225125,77.6584871,ORR East 1,vehicle_breakdown,1.0,1,original,False
FKID000933,8,5,45,0,0,1,1,23,5,2,0.08835025535281078,13.1111288,77.5797915,Non-corridor,road_conditions,0.6865337098011149,1,unresolved,False
FKID000934,7,5,19,0,0,1,1,2,6,2,0.10625115406560104,12.9363917,77.7054166,Non-corridor,construction,0.7533333333333334,1,unresolved,False
FKID000935,0,10,1,0,1,1,0,7,1,3,0.06555117345255158,12.9008111,77.6326819,Hosur Road,vehicle_breakdown,1.0,1,original,False
